acc_cell_type,f1_cell_type,dataset,n_cells,n_cell_types,model
0.9545607566833496,0.9587862491607666,Liver,8,5,scDiff-Embedding
0.9650684595108032,0.9685959219932556,Liver,8,5,scDiff-LLM
0.8877716064453125,0.8858875632286072,HLCA,8,5,scDiff-LLM
0.8814365863800049,0.8755006790161133,HLCA,8,5,scDiff-Embedding
0.7912248373031616,0.7975707650184631,Brain,8,5,scDiff-Embedding
0.8168076872825623,0.8173667788505554,Brain,8,5,scDiff-LLM
0.9685640931129456,0.97111976146698,Liver,8,5,scDiff-Embedding
0.8778793215751648,0.873558759689331,Immune,8,5,scDiff-Embedding
0.9631588459014891,0.967517912387848,Liver,8,5,scDiff-LLM
0.9602291584014891,0.9586268663406372,Immune,8,5,scDiff-LLM
0.9131165742874146,0.9115294218063354,HLCA,7,5,scDiff-LLM
0.909086525440216,0.9071117043495178,HLCA,7,5,scDiff-Embedding
0.778041422367096,0.6946902275085449,Brain,7,5,scDiff-LLM
0.6978181600570679,0.6469017267227173,Brain,7,5,scDiff-Embedding
0.9584808349609376,0.95409095287323,Immune,7,5,scDiff-LLM
0.9178183078765868,0.9188232421875,Immune,7,5,scDiff-Embedding
0.9656011462211608,0.96892249584198,Liver,7,5,scDiff-Embedding
0.9328030347824096,0.9437663555145264,Liver,7,5,scDiff-LLM
0.8940645456314087,0.8891781568527222,HLCA,7,5,scDiff-Embedding
0.901328444480896,0.900495707988739,HLCA,7,5,scDiff-LLM
0.7573003768920898,0.7216612100601196,Brain,7,5,scDiff-LLM
0.6898859739303589,0.6401171088218689,Brain,7,5,scDiff-Embedding
0.9153173565864564,0.912682056427002,Immune,7,5,scDiff-Embedding
0.961578369140625,0.9577071666717528,Immune,7,5,scDiff-LLM
0.9637215733528136,0.9683656692504884,Liver,7,5,scDiff-Embedding
0.957848310470581,0.961567521095276,Liver,7,5,scDiff-LLM
0.8885458707809448,0.8877828121185303,HLCA,7,5,scDiff-Embedding
0.9036540389060974,0.901647925376892,HLCA,7,5,scDiff-LLM
0.956150770187378,0.9542121887207032,Immune,7,5,scDiff-LLM
0.6501748561859131,0.5656466484069824,Brain,7,5,scDiff-Embedding
0.7814350128173828,0.7068343162536621,Brain,7,5,scDiff-LLM
0.9246938228607178,0.9250364899635316,Immune,7,5,scDiff-Embedding
0.9449563026428224,0.9538626074790956,Liver,7,5,scDiff-Embedding
0.9368934035301208,0.9476889371871948,Liver,7,5,scDiff-LLM
0.9014121294021606,0.899664044380188,HLCA,7,5,scDiff-LLM
0.8599359393119812,0.8567333221435547,HLCA,7,5,scDiff-Embedding
0.7594467401504517,0.719584047794342,Brain,7,5,scDiff-LLM
0.6972135305404663,0.6359553337097168,Brain,7,5,scDiff-Embedding
0.921234965324402,0.9211131930351256,Immune,7,5,scDiff-Embedding
0.9545317888259888,0.9544717669487,Immune,7,5,scDiff-LLM
0.9729639291763306,0.9728130102157592,Liver,7,5,scDiff-Embedding
0.9346072673797609,0.9447660446166992,Liver,7,5,scDiff-LLM
0.9040064811706544,0.9028343558311462,HLCA,7,5,scDiff-LLM
0.9136420488357544,0.9103665351867676,HLCA,7,5,scDiff-Embedding
0.7680329084396362,0.7390829920768738,Brain,7,5,scDiff-LLM
0.6490195989608765,0.6053870320320129,Brain,7,5,scDiff-Embedding
0.9637811183929444,0.9629977941513062,Immune,7,5,scDiff-LLM
0.9065370559692384,0.9062731862068176,Immune,7,5,scDiff-Embedding
0.9683853387832642,0.9701558351516724,Liver,7,5,scDiff-Embedding
0.9386155605316162,0.9468435645103456,Liver,7,5,scDiff-LLM
0.9069664478302002,0.8954665660858154,HLCA,6,5,scDiff-Embedding
0.9010987281799316,0.89466392993927,HLCA,6,5,scDiff-LLM
0.7175084948539734,0.7313570380210876,Brain,6,5,scDiff-Embedding
0.7839205265045166,0.780442476272583,Brain,6,5,scDiff-LLM
0.9593865871429444,0.9521149396896362,Immune,6,5,scDiff-LLM
0.8810591697692871,0.879830002784729,Immune,6,5,scDiff-Embedding
0.9164010286331176,0.9238468408584596,Liver,6,5,scDiff-Embedding
0.8977111577987671,0.8970590829849243,Liver,6,5,scDiff-LLM
0.8938700556755066,0.8855383396148682,HLCA,6,5,scDiff-Embedding
0.8879165649414062,0.8658802509307861,HLCA,6,5,scDiff-LLM
0.7820726037025452,0.7738601565361023,Brain,6,5,scDiff-LLM
0.7477114200592041,0.750464916229248,Brain,6,5,scDiff-Embedding
0.8719897270202637,0.8691561222076416,Immune,6,5,scDiff-Embedding
0.9475350975990297,0.94425630569458,Immune,6,5,scDiff-LLM
0.8831955790519714,0.868295431137085,Liver,6,5,scDiff-LLM
0.9255759716033936,0.9303049445152284,Liver,6,5,scDiff-Embedding
0.878513514995575,0.8697453737258911,HLCA,6,5,scDiff-Embedding
0.7977114915847778,0.7944899797439575,Brain,6,5,scDiff-LLM
0.8915293216705322,0.8809802532196045,HLCA,6,5,scDiff-LLM
0.7481611371040344,0.762482762336731,Brain,6,5,scDiff-Embedding
0.8745190501213074,0.872632622718811,Immune,6,5,scDiff-Embedding
0.953127920627594,0.9481114745140076,Immune,6,5,scDiff-LLM
0.8854740262031555,0.868431031703949,Liver,6,5,scDiff-LLM
0.9159109592437744,0.9241374731063844,Liver,6,5,scDiff-Embedding
0.8892807960510254,0.8779630064964294,HLCA,6,5,scDiff-LLM
0.8998773694038391,0.894257664680481,HLCA,6,5,scDiff-Embedding
0.7788242697715759,0.766553521156311,Brain,6,5,scDiff-LLM
0.7286629676818848,0.7332942485809326,Brain,6,5,scDiff-Embedding
0.8497326374053955,0.8457220196723938,Immune,6,5,scDiff-Embedding
0.94011127948761,0.9383887052536012,Immune,6,5,scDiff-LLM
0.9196525812149048,0.9263736009597778,Liver,6,5,scDiff-LLM
0.9387428760528564,0.9456855058670044,Liver,6,5,scDiff-Embedding
0.8909566402435303,0.8693103194236755,HLCA,6,5,scDiff-Embedding
0.8975796699523926,0.8931777477264404,HLCA,6,5,scDiff-LLM
0.7604776620864868,0.7658052444458008,Brain,6,5,scDiff-Embedding
0.7790918350219727,0.7711269855499268,Brain,6,5,scDiff-LLM
0.8900030255317688,0.8890640139579773,Immune,6,5,scDiff-Embedding
0.9583536386489868,0.953648328781128,Immune,6,5,scDiff-LLM
0.9327182173728944,0.9416205883026124,Liver,6,5,scDiff-Embedding
0.931746244430542,0.9361739158630372,Liver,6,5,scDiff-LLM
0.874713659286499,0.8694998621940613,HLCA,5,5,scDiff-LLM
0.8980441093444824,0.8931583166122437,HLCA,5,5,scDiff-Embedding
0.6902444362640381,0.6566981673240662,Brain,5,5,scDiff-Embedding
0.7664519548416138,0.7654683589935303,Brain,5,5,scDiff-LLM
0.941177487373352,0.9326274394989014,Immune,5,5,scDiff-LLM
0.8608845472335815,0.8581753969192505,Immune,5,5,scDiff-Embedding
0.8689357042312622,0.8533086180686951,Liver,5,5,scDiff-Embedding
0.8668280243873596,0.8510411977767944,Liver,5,5,scDiff-LLM
0.8739088773727417,0.8649085760116577,HLCA,5,5,scDiff-LLM
0.8623905777931213,0.8541753888130188,HLCA,5,5,scDiff-LLM
0.9050503373146056,0.8985997438430786,HLCA,5,5,scDiff-Embedding
0.8846200704574585,0.8743478059768677,HLCA,5,5,scDiff-Embedding
0.6946334838867188,0.6595103740692139,Brain,5,5,scDiff-Embedding
0.6903331875801086,0.672900915145874,Brain,5,5,scDiff-Embedding
0.7848259806632996,0.7962554693222046,Brain,5,5,scDiff-LLM
0.7995529174804688,0.8103060722351074,Brain,5,5,scDiff-LLM
0.9381276369094848,0.9323607683181764,Immune,5,5,scDiff-LLM
0.8412346243858337,0.8279023766517639,Immune,5,5,scDiff-Embedding
0.8722703456878662,0.8671790957450867,Immune,5,5,scDiff-Embedding
0.9056137800216676,0.8985011577606201,Immune,5,5,scDiff-LLM
0.8639471530914307,0.8363139629364014,Liver,5,5,scDiff-LLM
0.8694933652877808,0.8586428165435791,Liver,5,5,scDiff-LLM
0.8653973937034607,0.8452194929122925,Liver,5,5,scDiff-Embedding
0.8650186657905579,0.8460110425949097,Liver,5,5,scDiff-Embedding
0.8908080458641052,0.8856596946716309,HLCA,5,5,scDiff-Embedding
0.8790783882141113,0.8743289113044739,HLCA,5,5,scDiff-LLM
0.7725323438644409,0.7585400342941284,Brain,5,5,scDiff-LLM
0.7070088386535645,0.6709563732147217,Brain,5,5,scDiff-Embedding
0.8596635460853577,0.838660478591919,Liver,5,5,scDiff-Embedding
0.876372218132019,0.8651695251464844,Immune,5,5,scDiff-Embedding
0.8712175488471985,0.8621872067451477,Liver,5,5,scDiff-LLM
0.9500789642333984,0.9435269832611084,Immune,5,5,scDiff-LLM
0.8679803609848022,0.8632234334945679,HLCA,5,5,scDiff-LLM
0.8943357467651367,0.8878275156021118,HLCA,5,5,scDiff-Embedding
0.704923689365387,0.6949180364608765,Brain,5,5,scDiff-Embedding
0.9132545590400696,0.9077913761138916,Immune,5,5,scDiff-LLM
0.7867131233215332,0.7953739762306213,Brain,5,5,scDiff-LLM
0.8758405447006226,0.8733770251274109,Immune,5,5,scDiff-Embedding
0.8559128046035767,0.8121759295463562,Liver,5,5,scDiff-Embedding
0.8655259609222412,0.8501524925231934,Liver,5,5,scDiff-LLM
0.8834356665611267,0.881900429725647,HLCA,4,5,scDiff-LLM
0.8200727701187134,0.8176701068878174,Brain,4,5,scDiff-LLM
0.9053799510002136,0.8995738625526428,HLCA,4,5,scDiff-Embedding
0.751587450504303,0.7503571510314941,Brain,4,5,scDiff-Embedding
0.8739113807678223,0.8570320010185242,Immune,4,5,scDiff-LLM
0.8017224073410034,0.760833203792572,Immune,4,5,scDiff-Embedding
0.8942709565162659,0.8890619874000549,Liver,4,5,scDiff-Embedding
0.9349799156188964,0.9358558654785156,Liver,4,5,scDiff-LLM
0.8821926712989807,0.8779652118682861,HLCA,4,5,scDiff-LLM
0.8687011003494263,0.85957270860672,HLCA,4,5,scDiff-LLM
0.9002094268798828,0.8984891176223755,HLCA,4,5,scDiff-Embedding
0.9039900898933412,0.9012013673782348,HLCA,4,5,scDiff-Embedding
0.8046697378158569,0.8017345666885376,Brain,4,5,scDiff-LLM
0.6902971863746643,0.700913667678833,Brain,4,5,scDiff-Embedding
0.7428467869758606,0.7523565888404846,Brain,4,5,scDiff-Embedding
0.7785845398902893,0.7859166860580444,Brain,4,5,scDiff-LLM
0.9120556712150574,0.9143726825714112,Liver,4,5,scDiff-Embedding
0.8613519668579102,0.8347952365875244,Immune,4,5,scDiff-LLM
0.921779215335846,0.9266254901885986,Liver,4,5,scDiff-Embedding
0.7736928462982178,0.7323819398880005,Immune,4,5,scDiff-Embedding
0.9349077939987184,0.9302862286567688,Liver,4,5,scDiff-LLM
0.9461073279380798,0.9418270587921144,Liver,4,5,scDiff-LLM
0.858491837978363,0.827899694442749,Immune,4,5,scDiff-LLM
0.7741423845291138,0.7265598177909851,Immune,4,5,scDiff-Embedding
0.9087761640548706,0.9052425026893616,HLCA,4,5,scDiff-Embedding
0.8720329999923706,0.8679764270782471,HLCA,4,5,scDiff-LLM
0.8119718432426453,0.8084985017776489,Brain,4,5,scDiff-LLM
0.7050533890724182,0.7270674705505371,Brain,4,5,scDiff-Embedding
0.7936515808105469,0.7549084424972534,Immune,4,5,scDiff-Embedding
0.8516874313354492,0.8361597657203674,Immune,4,5,scDiff-LLM
0.9276665449142456,0.9320224523544312,Liver,4,5,scDiff-Embedding
0.951358675956726,0.9438544511795044,Liver,4,5,scDiff-LLM
0.8735479116439819,0.8689017295837402,HLCA,4,5,scDiff-LLM
0.9133807420730592,0.909787654876709,HLCA,4,5,scDiff-Embedding
0.7982046604156494,0.8024514317512512,Brain,4,5,scDiff-LLM
0.7283295392990112,0.7473936080932617,Brain,4,5,scDiff-Embedding
0.7785865068435669,0.7437125444412231,Immune,4,5,scDiff-Embedding
0.8517793416976929,0.8225748538970947,Immune,4,5,scDiff-LLM
0.9255992770195008,0.9315012097358704,Liver,4,5,scDiff-Embedding
0.9421266317367554,0.940733015537262,Liver,4,5,scDiff-LLM
0.8001281023025513,0.764370322227478,HLCA,3,5,scDiff-LLM
0.8062639832496643,0.7774272561073303,HLCA,3,5,scDiff-Embedding
0.8345168828964233,0.7548072338104248,Brain,3,5,scDiff-LLM
0.706879198551178,0.6328487992286682,Brain,3,5,scDiff-Embedding
0.9066731929779052,0.8945081233978271,Immune,3,5,scDiff-LLM
0.9633720517158508,0.9577338695526124,Liver,3,5,scDiff-Embedding
0.7630309462547302,0.7536494731903076,Immune,3,5,scDiff-Embedding
0.9626922607421876,0.9585928320884703,Liver,3,5,scDiff-LLM
0.7771123647689819,0.7290647625923157,HLCA,3,5,scDiff-LLM
0.7567653059959412,0.724666953086853,HLCA,3,5,scDiff-Embedding
0.8312751054763794,0.7857877016067505,Brain,3,5,scDiff-LLM
0.7235180139541626,0.6286094784736633,Brain,3,5,scDiff-Embedding
0.9042210578918456,0.8890087604522705,Immune,3,5,scDiff-LLM
0.7307719588279724,0.7084447145462036,Immune,3,5,scDiff-Embedding
0.9354097843170166,0.936111867427826,Liver,3,5,scDiff-Embedding
0.951008677482605,0.9508671760559082,Liver,3,5,scDiff-LLM
0.741111695766449,0.7127920985221863,HLCA,3,5,scDiff-Embedding
0.7889333963394165,0.7609527707099915,HLCA,3,5,scDiff-LLM
0.8188253045082092,0.7429458498954773,Brain,3,5,scDiff-LLM
0.7027994394302368,0.6302294731140137,Brain,3,5,scDiff-Embedding
0.6991105079650879,0.6915878057479858,Immune,3,5,scDiff-Embedding
0.9020653367042542,0.8832890391349792,Immune,3,5,scDiff-LLM
0.9338786005973816,0.9347469806671144,Liver,3,5,scDiff-Embedding
0.9439842700958252,0.94199937582016,Liver,3,5,scDiff-LLM
0.7977826595306396,0.7579936385154724,HLCA,3,5,scDiff-Embedding
0.7373817563056946,0.712557315826416,HLCA,3,5,scDiff-LLM
0.839134931564331,0.7654709815979004,Brain,3,5,scDiff-LLM
0.7292976975440979,0.6656268239021301,Brain,3,5,scDiff-Embedding
0.889524519443512,0.8817327618598938,Immune,3,5,scDiff-LLM
0.7426409721374512,0.7325344085693359,Immune,3,5,scDiff-Embedding
0.9731695055961608,0.9620527029037476,Liver,3,5,scDiff-Embedding
0.9651899337768556,0.9592186212539672,Liver,3,5,scDiff-LLM
0.79582679271698,0.7834654450416565,HLCA,2,5,scDiff-LLM
0.8083288073539734,0.7901359796524048,HLCA,2,5,scDiff-LLM
0.8044867515563965,0.8025015592575073,HLCA,2,5,scDiff-Embedding
0.8039652109146118,0.7999160885810852,HLCA,2,5,scDiff-Embedding
0.659592866897583,0.6237664222717285,Brain,2,5,scDiff-LLM
0.5806073546409607,0.5036611557006836,Brain,2,5,scDiff-Embedding
0.5825866460800171,0.4945890307426452,Brain,2,5,scDiff-Embedding
0.7679043412208557,0.7671729326248169,Immune,2,5,scDiff-Embedding
0.6627322435379028,0.6048639416694641,Brain,2,5,scDiff-LLM
0.7512713074684143,0.7356569766998291,Immune,2,5,scDiff-Embedding
0.8659346699714661,0.8613736629486084,Immune,2,5,scDiff-LLM
0.8396251797676086,0.8362289667129517,Immune,2,5,scDiff-LLM
0.8229097127914429,0.800658106803894,Liver,2,5,scDiff-Embedding
0.8458702564239502,0.8347395062446594,Liver,2,5,scDiff-Embedding
0.8434228897094727,0.8282968997955322,Liver,2,5,scDiff-LLM
0.8310419321060181,0.8045387268066406,Liver,2,5,scDiff-LLM
0.8013887405395508,0.7952771186828613,HLCA,2,5,scDiff-LLM
0.7072655558586121,0.6699950098991394,Brain,2,5,scDiff-LLM
0.5764179825782776,0.5277723073959351,Brain,2,5,scDiff-Embedding
0.7994037866592407,0.7833846211433411,HLCA,2,5,scDiff-LLM
0.6898552179336548,0.6258643269538879,Brain,2,5,scDiff-LLM
0.8162357807159424,0.8103733062744141,HLCA,2,5,scDiff-Embedding
0.7807703018188477,0.7666851282119751,HLCA,2,5,scDiff-Embedding
0.5784286856651306,0.5132821202278137,Brain,2,5,scDiff-Embedding
0.7934111952781677,0.781170129776001,HLCA,2,5,scDiff-Embedding
0.7983502149581909,0.7792601585388184,HLCA,2,5,scDiff-LLM
0.7417139410972595,0.7098560333251953,Immune,2,5,scDiff-Embedding
0.8535251617431641,0.8613742589950562,Liver,2,5,scDiff-Embedding
0.8594188690185547,0.8540371656417847,Liver,2,5,scDiff-Embedding
0.7466753721237183,0.7490718364715576,Immune,2,5,scDiff-Embedding
0.8485314249992371,0.8405295014381409,Immune,2,5,scDiff-LLM
0.8662533760070801,0.8581961989402771,Immune,2,5,scDiff-LLM
0.6852642297744751,0.6751946806907654,Brain,2,5,scDiff-LLM
0.593801736831665,0.5571041703224182,Brain,2,5,scDiff-Embedding
0.8196871280670166,0.7850509285926819,Liver,2,5,scDiff-LLM
0.8318988084793091,0.8044370412826538,Liver,2,5,scDiff-LLM
0.7593297362327576,0.7477642297744751,Immune,2,5,scDiff-Embedding
0.8312973976135254,0.8296501636505127,Immune,2,5,scDiff-LLM
0.875939667224884,0.8803995251655579,Liver,2,5,scDiff-Embedding
0.8335913419723511,0.8113322854042053,Liver,2,5,scDiff-LLM
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6285190232676701,0.5582294795546315,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6285190232676701,0.5582294795546315,Brain,1,2,CellTypist
0.6316661896075156,0.5630563116238629,Brain,1,2,CellTypist
0.6285190232676701,0.5582294795546315,Brain,1,2,CellTypist
0.6098053667340535,0.5582637695547311,Brain,1,3,CellTypist
0.5714893312010451,0.4723584656299014,Brain,1,3,CellTypist
0.5516821200603611,0.4573614203635738,Brain,1,3,CellTypist
0.6026902764300693,0.5845793340878258,Brain,1,3,CellTypist
0.4386509052019384,0.3338401864202489,Brain,1,3,CellTypist
0.5527705539139157,0.4574893255261305,Brain,1,3,CellTypist
0.5281163811325255,0.446577191518895,Brain,1,3,CellTypist
0.5861944511306855,0.5715249917730729,Brain,1,3,CellTypist
0.4117219534052967,0.2968037023488661,Brain,1,3,CellTypist
0.5052132359468106,0.4125702733350119,Brain,1,3,CellTypist
0.5181250487516122,0.4870717018933289,Brain,1,4,CellTypist
0.6350802472240633,0.578887222266102,Brain,1,4,CellTypist
0.5573024934050754,0.5182703205918744,Brain,1,4,CellTypist
0.5666940101819689,0.5168872114482269,Brain,1,4,CellTypist
0.6209121464050295,0.5611406841353963,Brain,1,4,CellTypist
0.6207129089404079,0.5570907635589674,Brain,1,4,CellTypist
0.6158099043207038,0.5628062839693762,Brain,1,4,CellTypist
0.6123483712045512,0.5643854441336601,Brain,1,4,CellTypist
0.4898658074652058,0.4505529770468574,Brain,1,4,CellTypist
0.6070605662587607,0.5559317828131604,Brain,1,4,CellTypist
0.4618210317210788,0.4290277659376316,Brain,1,5,CellTypist
0.4499935476106591,0.408574109683051,Brain,1,5,CellTypist
0.5011186824619226,0.4923338461822625,Brain,1,5,CellTypist
0.5039422393273375,0.465870254858839,Brain,1,5,CellTypist
0.4176797297341298,0.3907523675049377,Brain,1,5,CellTypist
0.4584828457750693,0.4466027346317961,Brain,1,5,CellTypist
0.4753192283735978,0.4478737218405101,Brain,1,5,CellTypist
0.4750476806415553,0.4572077585556597,Brain,1,5,CellTypist
0.4157367089992586,0.3873431696381643,Brain,1,5,CellTypist
0.5696678950564272,0.5475638034355568,Brain,1,5,CellTypist
0.4162783341877532,0.3917478802286046,Brain,1,6,CellTypist
0.3665176878214454,0.3589363491894767,Brain,1,6,CellTypist
0.3768466428717794,0.3490780895805316,Brain,1,6,CellTypist
0.4796485340256209,0.4610275722527353,Brain,1,6,CellTypist
0.4174835957688258,0.3943842104390182,Brain,1,6,CellTypist
0.3345510874146091,0.3094473998696384,Brain,1,6,CellTypist
0.4127708523698193,0.3995625241299981,Brain,1,6,CellTypist
0.388330442299942,0.3716684467042235,Brain,1,6,CellTypist
0.4015856210212595,0.3761891631471124,Brain,1,6,CellTypist
0.4458007542086771,0.4261328606737138,Brain,1,6,CellTypist
0.3475066625207491,0.3290114958213825,Brain,1,7,CellTypist
0.3461336399958484,0.3232687614154295,Brain,1,7,CellTypist
0.4682483602999328,0.4638254314044523,Brain,1,7,CellTypist
0.3798901085676329,0.3711372739179252,Brain,1,7,CellTypist
0.3999322830515055,0.3824856695580524,Brain,1,7,CellTypist
0.3982430263006291,0.3878069308255278,Brain,1,7,CellTypist
0.4553821154216142,0.4523946520629484,Brain,1,7,CellTypist
0.5151792774217644,0.4904912339690311,Brain,1,7,CellTypist
0.343153409342136,0.3466648669883549,Brain,1,7,CellTypist
0.437504447088845,0.4255675755585123,Brain,1,7,CellTypist
0.4596480042608857,0.3717800370440632,Brain,1,8,CellTypist
0.5472683636556936,0.4572186531473007,Brain,1,8,CellTypist
0.4480286753509857,0.3608695261911404,Brain,1,8,CellTypist
0.4906415437744707,0.393466732780466,Brain,1,8,CellTypist
0.3626243675839163,0.3009009707314071,Brain,1,8,CellTypist
0.3304462509582671,0.3180551339738837,Brain,1,8,CellTypist
0.5131866877992488,0.4396226940474979,Brain,1,8,CellTypist
0.339503726806909,0.2939847597324215,Brain,1,8,CellTypist
0.3281422891626138,0.3161732863709422,Brain,1,8,CellTypist
0.4453740449246965,0.3672960798465687,Brain,1,8,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.7813250333481547,0.7344480402732829,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.7813250333481547,0.7344480402732829,Liver,1,2,CellTypist
0.786530309767304,0.7416539360172538,Liver,1,2,CellTypist
0.7813250333481547,0.7344480402732829,Liver,1,2,CellTypist
0.4159260906081716,0.2788102473511037,Liver,1,3,CellTypist
0.639948789745438,0.4966399157196228,Liver,1,3,CellTypist
0.7898107872083836,0.7589648724038808,Liver,1,3,CellTypist
0.3387204189516328,0.1436152921416762,Liver,1,3,CellTypist
0.83163834072804,0.8159276742845876,Liver,1,3,CellTypist
0.3333333333333333,0.1323809523809523,Liver,1,3,CellTypist
0.3333333333333333,0.1323809523809523,Liver,1,3,CellTypist
0.7496708973417087,0.7222724967496972,Liver,1,3,CellTypist
0.5982116005728099,0.4304155157820803,Liver,1,3,CellTypist
0.4354587223951385,0.3209073652619371,Liver,1,3,CellTypist
0.7315830409443629,0.7257968574038139,Liver,1,4,CellTypist
0.7500938411655084,0.7316527488970591,Liver,1,4,CellTypist
0.6434270458694253,0.5568592547779987,Liver,1,4,CellTypist
0.7119491351777334,0.7038422569728636,Liver,1,4,CellTypist
0.703688431168827,0.6971750185178529,Liver,1,4,CellTypist
0.7829147612675151,0.7689166366794788,Liver,1,4,CellTypist
0.7640295978176568,0.7727337406382353,Liver,1,4,CellTypist
0.594553137156062,0.5566729926786882,Liver,1,4,CellTypist
0.7009961733490997,0.6835767014132602,Liver,1,4,CellTypist
0.7356344310551526,0.7280109205902694,Liver,1,4,CellTypist
0.7032435803697041,0.6750873427886835,Liver,1,5,CellTypist
0.6684229389737644,0.6399549973586264,Liver,1,5,CellTypist
0.2669967379553027,0.1690224680644342,Liver,1,5,CellTypist
0.651381518614546,0.6218587731847818,Liver,1,5,CellTypist
0.7061553838760017,0.6995254922327925,Liver,1,5,CellTypist
0.6599216172019073,0.6533485300687093,Liver,1,5,CellTypist
0.6742404160455708,0.6600223155487572,Liver,1,5,CellTypist
0.6156659257855239,0.5539921580360861,Liver,1,5,CellTypist
0.7471226824856283,0.7237066703808346,Liver,1,5,CellTypist
0.7726582581360771,0.7513797302486868,Liver,1,5,CellTypist
0.6640257891451808,0.6391715067530536,Liver,1,6,CellTypist
0.7199658796638472,0.7177409615022228,Liver,1,6,CellTypist
0.5986530448744661,0.5568791831034564,Liver,1,6,CellTypist
0.7941450929850532,0.7906227651702786,Liver,1,6,CellTypist
0.7195164459637383,0.7218948645457431,Liver,1,6,CellTypist
0.6693512844209608,0.6137321087144519,Liver,1,6,CellTypist
0.6919462480119748,0.6618015257432636,Liver,1,6,CellTypist
0.625442651636524,0.6172795484811576,Liver,1,6,CellTypist
0.647837231090341,0.616474560950608,Liver,1,6,CellTypist
0.6027102188661236,0.5759169260265643,Liver,1,6,CellTypist
0.738167656321651,0.6990546168318801,Liver,1,7,CellTypist
0.5840751493869859,0.528926631510197,Liver,1,7,CellTypist
0.5480180422433543,0.4722314195559606,Liver,1,7,CellTypist
0.7302272272478929,0.6931763367945188,Liver,1,7,CellTypist
0.5598297450267063,0.4872554568171357,Liver,1,7,CellTypist
0.6447752280680439,0.5940075342677609,Liver,1,7,CellTypist
0.6220903955746745,0.5419108982544969,Liver,1,7,CellTypist
0.489051674547431,0.3757355557289147,Liver,1,7,CellTypist
0.5704061920870566,0.4873042733766498,Liver,1,7,CellTypist
0.7249333577376367,0.6821676055785665,Liver,1,7,CellTypist
0.6588510796630149,0.6236104854121202,Liver,1,8,CellTypist
0.6031947472399931,0.5665738625145655,Liver,1,8,CellTypist
0.6061711015370592,0.5669532613839126,Liver,1,8,CellTypist
0.6570454138594035,0.5988553508287484,Liver,1,8,CellTypist
0.5877504770665221,0.5462111591412534,Liver,1,8,CellTypist
0.5556338213805253,0.5120127855455162,Liver,1,8,CellTypist
0.6269862650342894,0.5901906571987705,Liver,1,8,CellTypist
0.6136978426075849,0.5827517841612255,Liver,1,8,CellTypist
0.6313801942209244,0.602619548055691,Liver,1,8,CellTypist
0.7736661796979103,0.7372234295991366,Liver,1,8,CellTypist
0.5026957701319522,0.3333925806738294,HLCA,1,2,CellTypist
0.5026957701319522,0.3333925806738294,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.5026957701319522,0.3333925806738294,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.5026957701319522,0.3333925806738294,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.5027598964113947,0.332527773094288,HLCA,1,2,CellTypist
0.3577404569642475,0.2121969271584955,HLCA,1,3,CellTypist
0.4170441980451753,0.3131891009940217,HLCA,1,3,CellTypist
0.4888939835988364,0.4052675687541322,HLCA,1,3,CellTypist
0.7101380915020145,0.7051101548000935,HLCA,1,3,CellTypist
0.3827943381967076,0.2731656993604174,HLCA,1,3,CellTypist
0.4192771132038386,0.3378272181539892,HLCA,1,3,CellTypist
0.651416119915077,0.5944565045919131,HLCA,1,3,CellTypist
0.719335475159006,0.7042508574150129,HLCA,1,3,CellTypist
0.3743053511325387,0.2621049731559465,HLCA,1,3,CellTypist
0.3781997444914688,0.285974546477631,HLCA,1,3,CellTypist
0.6853391299193685,0.6858344567359801,HLCA,1,4,CellTypist
0.6759494388308662,0.6700850330589105,HLCA,1,4,CellTypist
0.7137715755246246,0.7165238757942041,HLCA,1,4,CellTypist
0.5913210538647876,0.551106339161046,HLCA,1,4,CellTypist
0.6446113234030685,0.6355525654011985,HLCA,1,4,CellTypist
0.5383455925408949,0.5326568013965709,HLCA,1,4,CellTypist
0.6929361486805395,0.6838319316258318,HLCA,1,4,CellTypist
0.7178645659548832,0.7184155330032901,HLCA,1,4,CellTypist
